type,bw,lat,size,id
H2D-Paged,2.39338,0.00088,2097152,1
H2D-Paged,2.55663,0.00164,4194304,1
H2D-Paged,2.56030,0.00328,8388608,1
H2D-Paged,2.64901,0.00633,16777216,1
H2D-Paged,2.80990,0.01194,33554432,1
H2D-Paged,2.64940,0.02533,67108864,1
H2D-Paged,2.69024,0.04989,134217728,1
H2D-Paged,2.37255,0.11314,268435456,1
H2D-Paged,2.54673,0.21081,536870912,1
H2D-Paged,2.58267,0.41575,1073741824,1
H2D-Paged,0.00181,0.00004,64,1
H2D-Paged,0.00331,0.00004,128,1
H2D-Paged,0.00587,0.00004,256,1
H2D-Paged,0.01227,0.00004,512,1
H2D-Paged,0.02710,0.00004,1024,1
H2D-Paged,0.05026,0.00004,2048,1
H2D-Paged,0.08562,0.00005,4096,1
H2D-Paged,0.20573,0.00004,8192,1
H2D-Paged,0.26366,0.00006,16384,1
H2D-Paged,0.50012,0.00007,32768,1
H2D-Paged,0.69549,0.00009,65536,1
H2D-Paged,1.53139,0.00009,131072,1
H2D-Paged,1.83961,0.00014,262144,1
H2D-Paged,2.51819,0.00021,524288,1
H2D-Paged,2.41363,0.00043,1048576,1
H2D-Paged,2.90920,0.00072,2097152,1
H2D-Paged,2.67625,0.00157,4194304,1
H2D-Paged,3.05388,0.00275,8388608,1
H2D-Paged,2.81621,0.00596,16777216,1
H2D-Paged,3.07473,0.01091,33554432,1
H2D-Paged,2.82080,0.02379,67108864,1
H2D-Paged,3.05963,0.04387,134217728,1
H2D-Paged,2.69099,0.09975,268435456,1
H2D-Paged,2.98878,0.17963,536870912,1
H2D-Paged,2.58086,0.41604,1073741824,1
H2D-Paged,0.00178,0.00004,64,1
H2D-Paged,0.00345,0.00004,128,1
H2D-Paged,0.00677,0.00004,256,1
H2D-Paged,0.01394,0.00004,512,1
H2D-Paged,0.02560,0.00004,1024,1
H2D-Paged,0.04740,0.00004,2048,1
H2D-Paged,0.09157,0.00004,4096,1
H2D-Paged,0.15727,0.00005,8192,1
H2D-Paged,0.37647,0.00004,16384,1
H2D-Paged,0.46685,0.00007,32768,1
H2D-Paged,0.70499,0.00009,65536,1
H2D-Paged,1.34350,0.00010,131072,1
H2D-Paged,1.81628,0.00014,262144,1
H2D-Paged,2.23206,0.00023,524288,1
H2D-Paged,2.36865,0.00044,1048576,1
H2D-Paged,2.53420,0.00083,2097152,1
H2D-Paged,2.64866,0.00158,4194304,1
H2D-Paged,2.76689,0.00303,8388608,1
H2D-Paged,2.80909,0.00597,16777216,1
H2D-Paged,2.77890,0.01207,33554432,1
H2D-Paged,2.79200,0.02404,67108864,1
