type,bw,lat,size,id
D2D,2768.18848,0.00005,134217728,1
D2D,2828.29443,0.00009,268435456,1
D2D,2837.36816,0.00019,536870912,1
D2D,2864.89697,0.00037,1073741824,1
D2D,0.02459,0.00000,64,1
D2D,0.05020,0.00000,128,1
D2D,0.10428,0.00000,256,1
D2D,0.20759,0.00000,512,1
D2D,0.41931,0.00000,1024,1
D2D,0.84128,0.00000,2048,1
D2D,1.56470,0.00000,4096,1
D2D,3.28521,0.00000,8192,1
D2D,6.72578,0.00000,16384,1
D2D,13.32639,0.00000,32768,1
D2D,26.30531,0.00000,65536,1
D2D,52.68845,0.00000,131072,1
D2D,107.93149,0.00000,262144,1
D2D,213.72293,0.00000,524288,1
D2D,436.32492,0.00000,1048576,1
D2D,863.90723,0.00000,2097152,1
D2D,1709.56055,0.00000,4194304,1
D2D,3084.77295,0.00000,8388608,1
D2D,3973.68506,0.00000,16777216,1
D2D,2451.71973,0.00001,33554432,1
D2D,2644.93018,0.00003,67108864,1
D2D,2762.99146,0.00005,134217728,1
D2D,2828.44238,0.00009,268435456,1
D2D,2835.46191,0.00019,536870912,1
D2D,2864.81738,0.00037,1073741824,1
